FIPS_code,Area_name,Population,PopDensity
450382,Porter County,168041,155.1921167
450383,Posey County,25589,24.13447884
446852,Pulaski County,12660,11.27148482
450384,Putnam County,37559,30.17790917
446853,Randolph County,25076,21.40217336
450385,Ripley County,28425,24.58406455
446854,Rush County,16704,15.80268731
452855,St. Joseph County,269240,227.030765
450386,Scott County,23743,48.14793346
450387,Shelby County,44399,41.6959742
450388,Spencer County,20526,19.97423724
450389,Starke County,22941,28.65190254
450390,Steuben County,34474,43.10708625
450391,Sullivan County,20792,17.95244612
450392,Switzerland County,10628,18.59635835
450393,Tippecanoe County,189294,146.493852
450394,Tipton County,15218,22.55194746
450395,Union County,7153,17.13372852
450396,Vanderburgh County,181313,299.58893
450397,Vermillion County,15560,23.38881211
450398,Vigo County,107693,103.036695
450399,Wabash County,31631,29.60432149
450400,Warren County,8247,8.731197785
450335,Warrick County,61928,62.13523904
451665,Washington County,27827,20.91543017
450336,Wayne County,66613,64.01937413
450337,Wells County,27947,29.31479067
450338,White County,24217,18.51066263
450369,Whitley County,33649,38.71472137
465190,Adair County,7124,4.831782244
465191,Adams County,3726,3.397507664
465192,Allamakee County,13880,8.386120959
465193,Appanoose County,12510,9.71289233
465194,Audubon County,5637,4.913426442
465195,Benton County,25626,13.81681748
465196,Black Hawk County,133009,90.75418035
465197,Boone County,26399,17.83319785
465198,Bremer County,24782,21.97208698
465199,Buchanan County,21125,14.28246931
465200,Buena Vista County,20260,13.60661307
465201,Butler County,14735,9.806636156
465202,Calhoun County,9780,6.626489394
465203,Carroll County,20344,13.79408452
465204,Cass County,13191,9.026137483
465205,Cedar County,18445,12.29012208
465206,Cerro Gordo County,42984,29.2032628
465207,Cherokee County,11468,7.675106756
465208,Chickasaw County,12099,9.262594494
465209,Clarke County,9282,8.311870359
465625,Clay County,16313,11.10377907
465210,Clayton County,17672,8.764586182
465211,Clinton County,47218,26.23486556
465212,Crawford County,17132,9.261827704
465213,Dallas County,84002,55.12878593
465214,Davis County,8885,6.831137227
465215,Decatur County,8044,5.839279272
465216,Delaware County,17258,11.53463723
465217,Des Moines County,39600,36.74252075
465218,Dickinson County,17056,17.30620856
465219,Dubuque County,96802,61.44255068
465220,Emmet County,9551,9.315063516
465221,Fayette County,19929,10.52861836
465222,Floyd County,15858,12.23015567
465223,Franklin County,10245,6.796916751
465224,Fremont County,6968,5.263174731
465225,Greene County,9003,6.10247441
465226,Grundy County,12341,9.494553801
465227,Guthrie County,10674,6.977844134
465228,Hamilton County,15110,10.11524843
465229,Hancock County,10888,7.362253331
465230,Hardin County,17127,11.61542289
465231,Harrison County,14143,7.836261216
465232,Henry County,19926,17.71515424
465233,Howard County,9264,7.558112542
465234,Humboldt County,9566,8.502999552
465235,Ida County,6916,6.188261505
465236,Iowa County,16207,10.67013973
465237,Jackson County,19395,11.77365436
465238,Jasper County,36891,19.500879
465239,Jefferson County,18077,16.025712
465240,Johnson County,147001,92.59088846
465241,Jones County,20568,13.79608334
465242,Keokuk County,10200,6.799743695
465243,Kossuth County,15075,5.983658257
465244,Lee County,34541,25.76824008
465245,Linn County,222121,119.5965626
465246,Louisa County,11223,10.7852898
465247,Lucas County,8597,7.708532684
465248,Lyon County,11769,7.732552439
465249,Madison County,15890,10.93600046
465250,Mahaska County,22208,15.02034603
465251,Marion County,33207,23.12270871
465252,Marshall County,40271,27.15919211
465253,Mills County,14957,13.20181439
465254,Mitchell County,10631,8.7494411
465255,Monona County,8796,4.893087803
465256,Monroe County,7863,6.999781518
465257,Montgomery County,10155,9.245217486
465258,Muscatine County,42950,37.9089724
465259,O'Brien County,13911,9.373015524
465260,Osceola County,6115,5.921980088
465261,Page County,15363,11.08843544
465262,Palo Alto County,9055,6.200391523
465263,Plymouth County,25039,11.20455973
465264,Pocahontas County,6898,4.613901338
465265,Polk County,474274,320.0174034
465266,Pottawattamie County,93503,37.9810442
465267,Poweshiek County,18605,12.28097258
465268,Ringgold County,4984,3.593542221
465269,Sac County,9868,6.625930765
465270,Scott County,172288,145.2145154
465271,Shelby County,11694,7.642585061
465272,Sioux County,34825,17.50981089
465273,Story County,96922,65.34233437
465274,Tama County,17136,9.176343253
465275,Taylor County,6201,4.501244934
465276,Union County,12453,11.34942911
465277,Van Buren County,7223,5.752416083
465278,Wapello County,35315,31.57485744
465279,Warren County,49361,33.44528713
465280,Washington County,22143,15.03038264
465281,Wayne County,6413,4.711928652
465282,Webster County,36757,19.82923648
465283,Winnebago County,10571,10.19125402
465284,Winneshiek County,20401,11.41847033
465285,Woodbury County,102398,45.29299731
465286,Worth County,7489,7.226567749
465287,Wright County,12804,8.517437047
484970,Allen County,12630,9.747146923
484971,Anderson County,7852,5.230212046
484972,Atchison County,16363,14.65251573
484973,Barber County,4733,1.611380319
484974,Barton County,26791,11.5542922
484975,Bourbon County,14702,8.932705769
484976,Brown County,9664,6.536133047
484977,Butler County,66468,17.95065849
484978,Chase County,2645,1.321045619
484979,Chautauqua County,3367,2.034817149
484980,Cherokee County,20331,13.35991581
484981,Cheyenne County,2677,1.013438597
484982,Clark County,2053,0.813294675
484983,Clay County,8142,4.871615365
484984,Cloud County,9060,4.890089966
484985,Coffey County,8296,5.109557631
484986,Comanche County,1780,0.871830565
484987,Cowley County,35591,12.20689123
484988,Crawford County,39108,25.60264884
484989,Decatur County,2881,1.244923019
484990,Dickinson County,19004,8.662222525
484991,Doniphan County,7736,7.590969279
484992,Douglas County,119319,101.0833249
484993,Edwards County,2925,1.81598148
484994,Elk County,2562,1.53538511
484995,Ellis County,28878,12.38993784
484996,Ellsworth County,6293,3.395507757
485326,Finney County,36957,10.95945138
484997,Ford County,34484,12.12300932
484998,Franklin County,25563,17.26231922
484999,Geary County,34895,35.02556585
485000,Gove County,2619,0.943579106
481811,Graham County,2545,1.093601149
485099,Grant County,7616,5.115714933
485001,Gray County,6037,2.682686448
485002,Greeley County,1200,0.595220999
485003,Greenwood County,6156,2.07892651
485327,Hamilton County,2616,1.013577
485004,Harper County,5673,2.733593392
485005,Harvey County,34555,24.71813981
485328,Haskell County,4047,2.705629722
485006,Hodgeman County,1842,0.826984606
485007,Jackson County,13318,7.835959798
485008,Jefferson County,18888,13.69330407
485009,Jewell County,2916,1.237263753
485010,Johnson County,585502,477.3188482
485011,Kearny County,3932,1.743915297
485012,Kingman County,7470,3.340637513
485013,Kiowa County,2526,1.349627327
485014,Labette County,20367,12.18442316
485015,Lane County,1642,0.883707806
485016,Leavenworth County,80042,66.68979644
485017,Lincoln County,3097,1.662170248
485018,Linn County,9635,6.261931225
485019,Logan County,2810,1.011140639
485020,Lyon County,33299,15.17048729
485021,McPherson County,28630,12.30581098
485022,Marion County,12032,4.91960919
485023,Marshall County,9798,4.202549527
485024,Meade County,4261,1.682047343
485025,Miami County,33127,22.21024227
485026,Mitchell County,6222,3.423133399
485027,Montgomery County,32970,19.7792301
485028,Morris County,5566,3.090626674
485135,Morton County,2838,1.501591773
485029,Nemaha County,10104,5.43773105
485030,Neosho County,16125,10.89445191
485031,Ness County,2955,1.06158934
485032,Norton County,5486,2.412358825
485033,Osage County,15882,8.691733943
485034,Osborne County,3603,1.558657342
485035,Ottawa County,5902,3.161757751
485036,Pawnee County,6709,3.434292967
485037,Phillips County,5408,2.357047716
485038,Pottawatomie County,23545,10.81224348
485039,Pratt County,9582,5.033247832
485040,Rawlins County,2509,0.90584952
485041,Reno County,63101,19.40502446
485042,Republic County,4686,2.522068827
485043,Rice County,9762,5.189969677
485044,Riley County,75296,47.68079694
485045,Rooks County,5118,2.218990522
485358,Rush County,3102,1.668641256
485046,Russell County,6977,3.039553587
485047,Saline County,54977,29.47167687
485048,Scott County,4949,2.662847404
485049,Sedgwick County,512064,198.2078776
485050,Seward County,22692,13.69716362
485051,Shawnee County,178284,126.5335231
485052,Sheridan County,2506,1.079931148
485053,Sherman County,5966,2.181198713
484969,Smith County,3663,1.579395489
485054,Stafford County,4214,2.054217141
485055,Stanton County,2063,1.170759906
485056,Stevens County,5686,3.018694584
481812,Sumner County,23208,7.583249161
485057,Thomas County,7824,2.810925259
485058,Trego County,2858,1.240598197
485059,Wabaunsee County,6888,3.348043622
485060,Wallace County,1575,0.665582497
485061,Washington County,5525,2.384118733
485062,Wichita County,2143,1.151483051
485063,Wilson County,8780,5.942943942
485064,Woodson County,3170,2.458613973
485065,Wyandotte County,164345,418.4522062
516847,Adair County,19241,18.33015572
516848,Allen County,20794,23.31589108
516849,Anderson County,22214,42.43425602
516850,Ballard County,8090,12.65273497
516851,Barren County,43680,34.5887888
516852,Bath County,12268,16.98977355
516853,Bell County,27188,29.23546513
516854,Boone County,129095,202.3834146
516855,Bourbon County,20144,26.84294204
516856,Boyd County,48091,116.1466556
516857,Boyle County,29913,64.03928685
516858,Bracken County,8306,15.81994256
516859,Breathitt County,13116,10.28421391
516860,Breckinridge County,20080,13.60626856
516861,Bullitt County,79466,103.2955927
516862,Butler County,12745,11.54886161
516863,Caldwell County,12727,14.25192729
516864,Calloway County,38776,38.88396268
516865,Campbell County,92267,235.395229
516866,Carlisle County,4841,9.866558938
516867,Carroll County,10711,32.16556487
516868,Carter County,27290,25.73102982
516869,Casey County,15796,13.72881922
516870,Christian County,72263,38.88576193
516871,Clark County,35872,54.85553722
516872,Clay County,20621,16.96542072
516873,Clinton County,10211,19.98726953
516874,Crittenden County,9083,9.742567724
516875,Cumberland County,6713,8.492596421
516876,Daviess County,99937,84.17676813
516877,Edmonson County,12122,15.45250458
516878,Elliott County,7517,12.38625284
516879,Estill County,14313,21.8349095
516880,Fayette County,318734,433.8783812
516881,Fleming County,14479,16.03917638
516882,Floyd County,36926,36.25164412
516883,Franklin County,50296,93.4339071
516884,Fulton County,6210,11.64318162
516885,Gallatin County,8703,34.16949365
516886,Garrard County,17328,29.0761375
516887,Grant County,24915,37.28883301
516888,Graves County,37294,26.09718483
516889,Grayson County,26178,20.21768556
516890,Green County,11023,14.87858376
516891,Greenup County,35765,40.08840324
516892,Hancock County,8719,17.93766824
516893,Hardin County,108095,66.94972341
516894,Harlan County,27134,22.48991942
516895,Harrison County,18668,23.5230933
516896,Hart County,18627,17.43235989
516897,Henderson County,46137,40.81079235
516898,Henry County,15814,21.32703228
516899,Hickman County,4568,7.279820792
516900,Hopkins County,45664,32.52551379
516901,Jackson County,13373,14.95775337
516902,Jefferson County,767154,778.0698343
516903,Jessamine County,52422,117.5630452
516904,Johnson County,22843,33.66765309
516905,Kenton County,164688,396.7181937
516906,Knott County,15513,17.03924339
516907,Knox County,31467,31.45054702
516908,Larue County,14156,20.89697527
516909,Laurel County,60180,53.53987233
516910,Lawrence County,15783,14.66293087
516911,Lee County,6751,12.48007927
516912,Leslie County,10472,10.08662946
516913,Letcher County,22676,25.90845342
516914,Lewis County,13490,10.78726509
516915,Lincoln County,24458,28.37157269
516916,Livingston County,9263,11.42171308
516917,Logan County,26849,18.77258386
516918,Lyon County,8186,14.7802121
516925,McCracken County,65284,101.3342058
516926,McCreary County,17635,15.95325956
516927,McLean County,9331,14.2667498
516919,Madison County,89700,79.18923969
516920,Magoffin County,12666,15.85496055
516921,Marion County,19232,21.64635424
516922,Marshall County,31166,39.94224602
516923,Martin County,11919,20.04174147
516924,Mason County,17153,27.58053737
516928,Meade County,28326,35.80829015
516929,Menifee County,6405,12.14717282
516930,Mercer County,21516,33.35473342
516931,Metcalfe County,10004,13.33542593
516932,Monroe County,10634,12.4633622
516933,Montgomery County,27759,54.30880936
516934,Morgan County,13285,13.45842234
516935,Muhlenberg County,31081,25.67719612
516936,Nelson County,45388,41.97326654
516937,Nicholas County,7100,14.04646094
516938,Ohio County,24071,15.82514916
516939,Oldham County,65374,134.8063456
516940,Owen County,10741,11.81153494
516941,Owsley County,4463,8.729023441
516942,Pendleton County,14520,20.2274497
516943,Perry County,26917,30.59418111
516944,Pike County,60483,29.68313316
516945,Powell County,12321,26.57916715
516946,Pulaski County,64145,37.61562899
516947,Robertson County,2143,8.280686349
516948,Rockcastle County,16827,20.52438963
516949,Rowan County,24499,33.80245019
516950,Russell County,17760,27.02947483
516951,Scott County,53517,73.33424745
516952,Shelby County,46786,47.56735556
516953,Simpson County,18063,29.77797972
516954,Spencer County,18246,37.72896853
516955,Taylor County,25500,36.96236602
516956,Todd County,12350,12.73252536
516957,Trigg County,14344,12.54244908
516958,Trimble County,8637,21.99016694
516959,Union County,14802,16.66905409
516960,Warren County,126427,90.10818904
516961,Washington County,12019,15.62616521
516962,Wayne County,20609,17.36678404
516963,Webster County,13155,15.29416243
516964,Whitley County,36089,31.82517611
516965,Wolfe County,7223,12.55259004
516966,Woodford County,26097,53.00114511
558389,Acadia Parish,62568,36.87236211
558397,Allen Parish,25661,13.00552965
558403,Ascension Parish,121176,161.3021959
558414,Assumption Parish,22714,25.89877241
558424,Avoyelles Parish,40882,18.9711161
558436,Beauregard Parish,36769,12.26632947
558445,Bienville Parish,13668,6.504831559
558453,Bossier Parish,126131,57.95449905
558458,Caddo Parish,248361,109.1141448
558468,Calcasieu Parish,200182,72.62153265
558477,Caldwell Parish,9996,7.289798969
558488,Cameron Parish,6868,2.063828365
558495,Catahoula Parish,9893,5.394858883
558505,Claiborne Parish,16153,8.261874246
558515,Concordia Parish,20021,11.09090819
558521,De Soto Parish,27216,11.99008553
558530,East Baton Rouge Parish,444094,376.5643735
558534,East Carroll Parish,7225,6.63070011
558542,East Feliciana Parish,19499,16.60468344
558551,Evangeline Parish,33636,19.60644704
558557,Franklin Parish,20322,12.5625307
558567,Grant Parish,22348,13.41875837
558576,Iberia Parish,72691,48.88778944
558582,Iberville Parish,32956,20.56865747
558592,Jackson Parish,15926,10.80317751
558027,Jefferson Parish,435300,568.4608792
558039,Jefferson Davis Parish,31467,18.65235746
558059,Lafayette Parish,240091,344.9383309
558065,Lafourche Parish,98214,35.4943687
558049,LaSalle Parish,14949,9.239609885
558077,Lincoln Parish,47356,38.75901342
558083,Livingston Parish,138111,82.27008668
558088,Madison Parish,11472,7.093740468
558097,Morehouse Parish,25992,12.62446152
558108,Natchitoches Parish,38963,12.01309757
558113,Orleans Parish,389648,887.9442128
558114,Ouachita Parish,156075,98.72412134
558125,Plaquemines Parish,23373,11.56468855
559449,Pointe Coupee Parish,22158,15.35347669
559460,Rapides Parish,131546,38.46738735
559472,Red River Parish,8618,8.551783642
559481,Richland Parish,20474,14.22468189
559489,Sabine Parish,24088,10.73135837
1629542,St. Bernard Parish,45694,46.73374091
1629449,St. Charles Parish,52724,73.29353389
1629457,St. Helena Parish,10411,9.842380269
1629464,St. James Parish,21357,34.13874236
1629472,St. John the Baptist Parish,43446,78.26893586
1629479,St. Landry Parish,83449,34.87325247
1629486,St. Martin Parish,53752,28.15151992
1629492,St. Mary Parish,51734,35.95261205
1629503,St. Tammany Parish,252093,115.0206595
559500,Tangipahoa Parish,130504,63.67638823
559509,Tensas Parish,4666,2.988717991
559517,Terrebonne Parish,112587,35.34650913
559528,Union Parish,22475,9.894953492
559538,Vermilion Parish,59867,19.70213394
559548,Vernon Parish,51007,14.83067473
559557,Washington Parish,46457,26.79066518
559567,Webster Parish,39631,25.79577098
559570,West Baton Rouge Parish,25860,51.89708458
559578,West Carroll Parish,11180,12.00242233
559584,West Feliciana Parish,15377,14.72060896
559594,Winn Parish,14494,5.890165171
581286,Androscoggin County,107444,88.65336766
581287,Aroostook County,68269,3.951100932
581288,Cumberland County,290944,134.4200117
581289,Franklin County,30019,6.829858409
581290,Hancock County,54541,13.26827489
581291,Kennebec County,121545,54.09850381
581292,Knox County,39823,42.11023048
581293,Lincoln County,34067,28.8534917
581294,Oxford County,57325,10.65676782
581295,Penobscot County,151748,17.24666118
581296,Piscataquis County,16887,1.646063948
581297,Sagadahoc County,35277,53.63021744
581298,Somerset County,50710,4.989161243
581299,Waldo County,39418,20.84929659
581300,Washington County,31694,4.775067856
581301,York County,203102,79.1261164
1713506,Allegany County,71977,65.82512308
1710958,Anne Arundel County,567696,528.4397218
1695314,Baltimore County,827625,534.0413784
1676636,Calvert County,91082,164.9551742
595737,Caroline County,32875,39.7352873
1696228,Carroll County,167522,144.4971047
596115,Cecil County,102517,114.3069038
1676992,Charles County,157671,132.9772265
596495,Dorchester County,32261,23.03451107
1711211,Frederick County,248472,145.2537914
1711058,Garrett County,29376,17.47424746
1698178,Harford County,251025,221.7271443
1709077,Howard County,315327,485.1603249
593907,Kent County,19593,27.3066914
1712500,Montgomery County,1040133,814.4747962
1714670,Prince George's County,906202,724.9258165
596089,Queen Anne's County,49355,51.26963696
1697853,St. Mary's County,111531,120.0551638
596907,Somerset County,25737,31.07787965
592947,Talbot County,37211,53.49765439
1714220,Washington County,149811,126.3575575
1668606,Wicomico County,102172,105.3600627
1668802,Worcester County,51564,42.51432218
1702381,Baltimore city,614700,2932.040761
606927,Barnstable County,213690,209.2848818
606928,Berkshire County,127328,53.04016386
606929,Bristol County,558905,390.1505028
606930,Dukes County,17313,64.7697872
606931,Essex County,781024,612.3264362
606932,Franklin County,70935,39.1694219
606933,Hampden County,469116,293.5650603
606934,Hampshire County,161159,118.019676
606935,Middlesex County,1595192,753.0895333
606936,Nantucket County,11101,92.90351158
606937,Norfolk County,698249,680.6297135
606938,Plymouth County,512135,300.0827076
606939,Suffolk County,791766,5248.519833
606940,Worcester County,822280,210.1639701
1622943,Alcona County,10364,5.931269853
1622944,Alger County,9194,3.879446925
1622945,Allegan County,115250,53.92102964
1622946,Alpena County,28612,19.31776341
1622947,Antrim County,23177,18.81251469
1622948,Arenac County,15165,16.12227532
1622949,Baraga County,8507,3.655915256
1622950,Barry County,60057,41.92435909
1622951,Bay County,104786,91.48441331
1622952,Benzie County,17552,21.197698
1622953,Berrien County,154807,105.2725308
1622954,Branch County,43584,33.22953627
1622955,Calhoun County,134473,73.51472524
1622956,Cass County,51460,40.53988578
1622957,Charlevoix County,26219,24.31537847
1622958,Cheboygan County,25458,13.74212731
1622959,Chippewa County,37834,9.372935438
1622960,Clare County,30616,20.94547115
1622961,Clinton County,77896,53.09820863
1622962,Crawford County,13836,9.601162039
1622963,Delta County,36190,11.93153821
1622964,Dickinson County,25570,12.97412949
1622965,Eaton County,109155,73.26986942
1622966,Emmet County,33039,27.28536454
1622967,Genesee County,409361,248.1385245
1622968,Gladwin County,25289,19.45875815
1622969,Gogebic County,15414,5.399860881
1622970,Grand Traverse County,91746,76.28762679
1622971,Gratiot County,41067,27.89690217
1622972,Hillsdale County,45830,29.58287449
1622973,Houghton County,36360,13.91206727
1622974,Huron County,31543,14.56719108
1622975,Ingham County,289564,201.0352465
1622976,Ionia County,64176,43.37072155
1622977,Iosco County,25247,17.75237723
1622978,Iron County,11212,3.712682017
1622979,Isabella County,70775,47.7151145
1622980,Jackson County,158913,87.41753194
1622981,Kalamazoo County,261573,179.6764763
1622982,Kalkaska County,17463,12.04569854
1622983,Kent County,643140,292.8105753
1622984,Keweenaw County,2130,1.522643144
1622985,Lake County,11763,8.001922192
1622986,Lapeer County,88202,52.83187468
1622987,Leelanau County,21639,24.06356429
1622988,Lenawee County,98474,50.7194931
1622989,Livingston County,188482,128.7462614
1622990,Luce County,6364,2.732980156
1622991,Mackinac County,10817,4.087103862
1622992,Macomb County,868704,699.8635883
1622993,Manistee County,24444,17.40261535
1622994,Marquette County,66939,14.28674789
1622995,Mason County,28884,22.53091769
1622996,Mecosta County,43264,30.0915382
1622997,Menominee County,23234,8.592286346
1622998,Midland County,83389,62.36493775
1622999,Missaukee County,15006,10.25845311
1623000,Monroe County,149699,105.2143241
1623001,Montcalm County,63209,34.60108249
1623002,Montmorency County,9261,6.540803771
1623003,Muskegon County,173043,132.5934611
1623004,Newaygo County,48142,22.15734823
1623005,Oakland County,1250843,556.7798567
1623006,Oceana County,26417,18.95519222
1623007,Ogemaw County,20928,14.33948507
1623008,Ontonagon County,5968,1.757663769
1623009,Osceola County,23232,15.83991701
1623010,Oscoda County,8277,5.649489754
1623011,Otsego County,24397,18.2897872
1623012,Ottawa County,284034,194.610162
1623013,Presque Isle County,12797,7.500864573
1623014,Roscommon County,23877,17.73229412
1623015,Saginaw County,192778,92.98590075
1625033,St. Clair County,159566,85.4121096
1625034,St. Joseph County,60897,46.96898707
1623016,Sanilac County,41376,16.59656849
1623017,Schoolcraft County,8069,2.658521495
1623018,Shiawassee County,68493,49.80663028
1623019,Tuscola County,53250,25.55592587
1623020,Van Buren County,75272,47.81657698
1623021,Washtenaw County,365961,200.1470343
1623022,Wayne County,1761382,1111.243974
1623023,Wexford County,33111,22.629962
663198,Aitkin County,15834,3.355774681
659447,Anoka County,347431,317.8925949
659448,Becker County,33773,9.915577814
659449,Beltrami County,46117,7.108971232
659450,Benton County,39779,37.61666773
659451,Big Stone County,5016,3.87977138
659452,Blue Earth County,66322,34.24424159
659453,Brown County,25211,15.92903909
659454,Carlton County,35540,15.93174014
659455,Carver County,100416,109.4606279
659456,Cass County,29022,5.543212648
659457,Chippewa County,12010,7.979724605
659458,Chisago County,54727,50.92789964
659459,Clay County,62801,23.19904548
659460,Clearwater County,8812,3.4066548
659461,Cook County,5311,1.411880747
659462,Cottonwood County,11372,6.860833752
659463,Crow Wing County,63855,24.69495301
659464,Dakota County,418201,287.0862611
659465,Dodge County,20582,18.09049033
659466,Douglas County,37203,22.55843074
659467,Faribault County,13896,7.530445672
659468,Fillmore County,20888,9.363680281
659469,Freeborn County,30526,16.66426612
659470,Goodhue County,46217,23.57660276
659471,Grant County,5938,4.185268289
659472,Hennepin County,1235478,861.2850078
659473,Houston County,18663,13.05300211
659474,Hubbard County,20862,8.698506431
659475,Isanti County,38974,34.53384188
659476,Itasca County,45203,6.543269942
659477,Jackson County,10047,5.518239361
659478,Kanabec County,16004,11.84603911
659479,Kandiyohi County,42658,20.65528477
659480,Kittson County,4337,1.523938398
659481,Koochiching County,12644,1.572662334
659482,Lac qui Parle County,6773,3.418299557
659484,Lake County,10569,1.934660717
659483,Lake of the Woods County,3809,1.133137767
659485,Le Sueur County,27983,24.08072321
659486,Lincoln County,5707,4.104994209
659487,Lyon County,25839,13.96464829
659491,McLeod County,35825,28.14346915
659488,Mahnomen County,5506,3.810728538
659489,Marshall County,9392,2.042900712
659490,Martin County,19964,10.82101817
659492,Meeker County,23079,14.65436517
659493,Mille Lacs County,25728,17.35546372
659494,Morrison County,32949,11.30721277
659495,Mower County,39602,21.49557969
659496,Murray County,8353,4.576826326
659497,Nicollet County,33783,29.07368911
659498,Nobles County,21839,11.79157554
659499,Norman County,6559,2.901554031
659500,Olmsted County,153065,90.43287249
659501,Otter Tail County,57992,11.35525316
659502,Pennington County,14184,8.882049316
659503,Pine County,29129,7.969148816
659504,Pipestone County,9185,7.625646039
659505,Polk County,31591,6.188180671
659506,Pope County,10980,6.331688418
659507,Ramsey County,541493,1373.486689
659508,Red Lake County,4008,3.578797267
659509,Redwood County,15331,6.737440087
659510,Renville County,14721,5.782590878
659511,Rice County,65765,51.21026588
659512,Rock County,9413,7.533047083
659513,Roseau County,15462,3.571336243
662850,St. Louis County,200080,12.36461145
659514,Scott County,143372,155.3858522
659515,Sherburne County,93231,83.15061917
659516,Sibley County,14912,9.777886502
659517,Stearns County,156819,45.09063611
659518,Steele County,36676,32.95902354
659519,Stevens County,9784,6.702543102
659520,Swift County,9411,4.896789923
659521,Todd County,24440,9.985919718
659522,Traverse County,3337,2.245140892
659523,Wabasha County,21500,15.87359205
659524,Wadena County,13646,9.824684807
659525,Waseca County,18809,17.15359088
659526,Washington County,253317,254.4333331
659527,Watonwan County,10973,9.740561887
659528,Wilkin County,6343,3.261048572
659529,Winona County,50847,31.35532941
659530,Wright County,132745,77.52473687
659531,Yellow Medicine County,9868,5.019167855
695726,Adams County,31547,26.34483607
711755,Alcorn County,37180,35.88420614
695727,Amite County,12468,6.593508175
695728,Attala County,18581,9.761341766
695729,Benton County,8253,7.836628889
695730,Bolivar County,32592,14.35428471
695731,Calhoun County,14571,9.591117351
695732,Carroll County,10129,6.224560229
695733,Chickasaw County,17279,13.29553467
695734,Choctaw County,8321,7.682417421
695735,Claiborne County,9120,7.224334492
695736,Clarke County,15928,8.892475729
695737,Clay County,19808,18.65044155
695738,Coahoma County,23802,16.6338302
695739,Copiah County,28721,14.26663426
695740,Covington County,19091,17.81234204
695741,DeSoto County,176132,142.7718716
695742,Forrest County,75517,62.56364293
695743,Franklin County,7757,5.310617435
695744,George County,23710,19.12378631
695745,Greene County,13714,7.42912219
695746,Grenada County,21278,19.46233744
711756,Hancock County,46653,38.0046386
695747,Harrison County,202626,136.3818479
695748,Hinds County,241774,107.3264588
695749,Holmes County,18075,9.222988945
695750,Humphreys County,8539,7.877689387
695751,Issaquena County,1328,1.241373363
695752,Itawamba County,23480,17.01531858
695753,Jackson County,142014,75.86074194
695754,Jasper County,16529,9.437315628
695755,Jefferson County,7346,5.45513727
695756,Jefferson Davis County,11495,10.86616101
695757,Jones County,68454,38.03942488
695758,Kemper County,10107,5.093219192
695759,Lafayette County,53459,32.67504104
695760,Lamar County,61223,47.59319855
695761,Lauderdale County,77323,42.42785064
695762,Lawrence County,12630,11.32278836
695763,Leake County,22870,15.14873331
695764,Lee County,84915,72.86541382
695765,Leflore County,29804,19.37028134
695766,Lincoln County,34432,22.6813684
695767,Lowndes County,59437,45.4032083
695768,Madison County,103498,55.92727918
695769,Marion County,25202,17.94030858
695770,Marshall County,35787,19.56630999
695771,Monroe County,35840,18.08666701
711757,Montgomery County,10198,9.67483601
695772,Neshoba County,29376,19.89379786
695773,Newton County,21524,14.38157924
695774,Noxubee County,10828,6.014045636
695775,Oktibbeha County,49481,41.69167639
695776,Panola County,34243,19.2962311
695777,Pearl River County,55149,26.24515785
695778,Perry County,12028,7.175499358
711758,Pike County,39737,37.51072001
695803,Pontotoc County,31315,24.29022523
695779,Prentiss County,25360,23.5949236
695780,Quitman County,7372,7.02780924
695781,Rankin County,151240,75.29564324
695782,Scott County,28415,18.00808841
695783,Sharkey County,4511,4.03434357
695784,Simpson County,27073,17.7419576
695785,Smith County,16063,9.747403215
695786,Stone County,18375,15.92563533
695787,Sunflower County,26532,14.68138043
695788,Tallahatchie County,14361,8.59369213
695789,Tate County,28493,27.17935372
695790,Tippah County,21990,18.54515252
695791,Tishomingo County,19478,17.72437119
695792,Tunica County,10170,8.636126794
695793,Union County,28356,26.34292915
695794,Walthall County,14601,13.95663243
695795,Warren County,47075,30.88399826
695796,Washington County,47086,25.08498098
695797,Wayne County,20422,9.725940258
695798,Webster County,9828,9.014770636
695799,Wilkinson County,8990,5.118752942
695800,Winston County,18358,11.67237598
695801,Yalobusha County,12421,10.26601327
695802,Yazoo County,27974,11.71024944
765805,Adair County,25325,17.23537089
758456,Andrew County,17403,15.5313136
758457,Atchison County,5270,3.717911062
758458,Audrain County,25735,14.35392985
758459,Barry County,35493,17.60854903
758460,Barton County,11850,7.728171676
758461,Bates County,16374,7.555966482
758462,Benton County,18989,10.41371619
758463,Bollinger County,12281,7.673882055
758464,Boone County,176515,99.41363667
758465,Buchanan County,89076,84.24475137
758466,Butler County,42733,23.75128649
758467,Caldwell County,9049,8.193956256
758468,Callaway County,44840,20.74470794
758469,Camden County,45096,26.54100904
758470,Cape Girardeau County,78324,52.27181693
758471,Carroll County,8843,4.915339508
758472,Carter County,6197,4.715945821
758473,Cass County,102678,56.90980617
758474,Cedar County,13938,11.34180243
758475,Chariton County,7546,3.878610694
758476,Christian County,84275,57.83181595
758477,Clark County,6800,5.203054047
758478,Clay County,239164,232.2097386
758479,Clinton County,20475,18.86931837
758480,Cole County,76740,75.67995645
758481,Cooper County,17622,12.04755146
758482,Crawford County,24280,12.62606615
758483,Dade County,7590,5.980517182
758484,Dallas County,16499,11.77610429
758485,Daviess County,8302,5.690563996
758486,DeKalb County,12564,11.51275537
758487,Dent County,15504,7.952232527
