FIPS_code,Stabr,Area_name,POVALL_2020
45051,SC,Horry County,"46,156"
45053,SC,Jasper County,"5,584"
45055,SC,Kershaw County,"9,620"
45057,SC,Lancaster County,"11,249"
45059,SC,Laurens County,"12,132"
45061,SC,Lee County,"3,470"
45063,SC,Lexington County,"31,262"
45065,SC,McCormick County,"1,443"
45067,SC,Marion County,"6,516"
45069,SC,Marlboro County,"6,001"
45071,SC,Newberry County,"6,100"
45073,SC,Oconee County,"8,833"
45075,SC,Orangeburg County,"15,695"
45077,SC,Pickens County,"18,343"
45079,SC,Richland County,"62,651"
45081,SC,Saluda County,"3,495"
45083,SC,Spartanburg County,"45,129"
45085,SC,Sumter County,"21,301"
45087,SC,Union County,"3,949"
45089,SC,Williamsburg County,"7,341"
45091,SC,York County,"25,145"
46000,SD,South Dakota,"99,903"
46003,SD,Aurora County,268
46005,SD,Beadle County,"2,291"
46007,SD,Bennett County,952
46009,SD,Bon Homme County,812
46011,SD,Brookings County,"3,186"
46013,SD,Brown County,"3,399"
46015,SD,Brule County,706
46017,SD,Buffalo County,638
46019,SD,Butte County,"1,307"
46021,SD,Campbell County,148
46023,SD,Charles Mix County,"2,128"
46025,SD,Clark County,442
46027,SD,Clay County,"1,962"
46029,SD,Codington County,"2,499"
46031,SD,Corson County,"1,492"
46033,SD,Custer County,847
46035,SD,Davison County,"2,032"
46037,SD,Day County,672
46039,SD,Deuel County,408
46041,SD,Dewey County,"1,436"
46043,SD,Douglas County,329
46045,SD,Edmunds County,446
46047,SD,Fall River County,"1,002"
46049,SD,Faulk County,402
46051,SD,Grant County,649
46053,SD,Gregory County,630
46055,SD,Haakon County,213
46057,SD,Hamlin County,537
46059,SD,Hand County,281
46061,SD,Hanson County,350
46063,SD,Harding County,142
46065,SD,Hughes County,"1,562"
46067,SD,Hutchinson County,873
46069,SD,Hyde County,143
46071,SD,Jackson County,944
46073,SD,Jerauld County,276
46075,SD,Jones County,139
46077,SD,Kingsbury County,498
46079,SD,Lake County,"1,173"
46081,SD,Lawrence County,"2,918"
46083,SD,Lincoln County,"2,831"
46085,SD,Lyman County,896
46087,SD,McCook County,511
46089,SD,McPherson County,407
46091,SD,Marshall County,624
46093,SD,Meade County,"2,416"
46095,SD,Mellette County,608
46097,SD,Miner County,271
46099,SD,Minnehaha County,"15,537"
46101,SD,Moody County,602
46102,SD,Oglala Lakota County,"5,338"
46103,SD,Pennington County,"13,734"
46105,SD,Perkins County,430
46107,SD,Potter County,196
46109,SD,Roberts County,"1,803"
46111,SD,Sanborn County,307
46115,SD,Spink County,775
46117,SD,Stanley County,233
46119,SD,Sully County,109
46121,SD,Todd County,"4,360"
46123,SD,Tripp County,"1,014"
46125,SD,Turner County,724
46127,SD,Union County,955
46129,SD,Walworth County,774
46135,SD,Yankton County,"2,153"
46137,SD,Ziebach County,"1,166"
47000,TN,Tennessee,"911,097"
47001,TN,Anderson County,"10,155"
47003,TN,Bedford County,"6,417"
47005,TN,Benton County,"2,675"
47007,TN,Bledsoe County,"2,588"
47009,TN,Blount County,"12,219"
47011,TN,Bradley County,"14,675"
47013,TN,Campbell County,"7,807"
47015,TN,Cannon County,"1,954"
47017,TN,Carroll County,"4,417"
47019,TN,Carter County,"8,877"
47021,TN,Cheatham County,"3,523"
47023,TN,Chester County,"2,463"
47025,TN,Claiborne County,"5,779"
47027,TN,Clay County,"1,586"
47029,TN,Cocke County,"7,044"
47031,TN,Coffee County,"7,811"
47033,TN,Crockett County,"2,115"
47035,TN,Cumberland County,"7,274"
47037,TN,Davidson County,"85,618"
47039,TN,Decatur County,"1,936"
47041,TN,DeKalb County,"3,591"
47043,TN,Dickson County,"5,916"
47045,TN,Dyer County,"6,022"
47047,TN,Fayette County,"4,210"
47049,TN,Fentress County,"3,568"
47051,TN,Franklin County,"5,596"
47053,TN,Gibson County,"6,397"
47055,TN,Giles County,"3,606"
47057,TN,Grainger County,"3,321"
47059,TN,Greene County,"11,156"
47061,TN,Grundy County,"2,407"
47063,TN,Hamblen County,"9,561"
47065,TN,Hamilton County,"48,007"
47067,TN,Hancock County,"1,808"
47069,TN,Hardeman County,"4,612"
47071,TN,Hardin County,"3,736"
47073,TN,Hawkins County,"8,674"
47075,TN,Haywood County,"3,133"
47077,TN,Henderson County,"4,034"
47079,TN,Henry County,"5,583"
47081,TN,Hickman County,"3,439"
47083,TN,Houston County,"1,266"
47085,TN,Humphreys County,"2,528"
47087,TN,Jackson County,"1,950"
47089,TN,Jefferson County,"6,948"
47091,TN,Johnson County,"3,005"
47093,TN,Knox County,"50,345"
47095,TN,Lake County,"1,725"
47097,TN,Lauderdale County,"4,595"
47099,TN,Lawrence County,"6,651"
47101,TN,Lewis County,"1,741"
47103,TN,Lincoln County,"4,239"
47105,TN,Loudon County,"5,736"
47107,TN,McMinn County,"7,439"
47109,TN,McNairy County,"3,792"
47111,TN,Macon County,"4,069"
47113,TN,Madison County,"20,847"
47115,TN,Marion County,"4,186"
47117,TN,Marshall County,"4,194"
47119,TN,Maury County,"9,763"
47121,TN,Meigs County,"1,978"
47123,TN,Monroe County,"6,396"
47125,TN,Montgomery County,"22,576"
47127,TN,Moore County,620
47129,TN,Morgan County,"3,598"
47131,TN,Obion County,"4,483"
47133,TN,Overton County,"3,611"
47135,TN,Perry County,"1,281"
47137,TN,Pickett County,822
47139,TN,Polk County,"2,044"
47141,TN,Putnam County,"13,250"
47143,TN,Rhea County,"4,855"
47145,TN,Roane County,"7,178"
47147,TN,Robertson County,"6,546"
47149,TN,Rutherford County,"29,418"
47151,TN,Scott County,"4,292"
47153,TN,Sequatchie County,"2,402"
47155,TN,Sevier County,"13,485"
47157,TN,Shelby County,"174,664"
47159,TN,Smith County,"2,336"
47161,TN,Stewart County,"1,798"
47163,TN,Sullivan County,"21,301"
47165,TN,Sumner County,"18,595"
47167,TN,Tipton County,"7,698"
47169,TN,Trousdale County,"1,361"
47171,TN,Unicoi County,"2,812"
47173,TN,Union County,"3,363"
47175,TN,Van Buren County,931
47177,TN,Warren County,"6,761"
47179,TN,Washington County,"16,625"
47181,TN,Wayne County,"2,883"
47183,TN,Weakley County,"5,328"
47185,TN,White County,"3,753"
47187,TN,Williamson County,"10,080"
47189,TN,Wilson County,"11,645"
48000,TX,Texas,"3,862,713"
48001,TX,Anderson County,"9,242"
48003,TX,Andrews County,"1,722"
48005,TX,Angelina County,"14,330"
48007,TX,Aransas County,"3,986"
48009,TX,Archer County,596
48011,TX,Armstrong County,169
48013,TX,Atascosa County,"7,618"
48015,TX,Austin County,"3,378"
48017,TX,Bailey County,945
48019,TX,Bandera County,"2,588"
48021,TX,Bastrop County,"9,596"
48023,TX,Baylor County,526
48025,TX,Bee County,"5,685"
48027,TX,Bell County,"52,839"
48029,TX,Bexar County,"297,131"
48031,TX,Blanco County,"1,199"
48033,TX,Borden County,53
48035,TX,Bosque County,"2,280"
48037,TX,Bowie County,"15,191"
48039,TX,Brazoria County,"30,696"
48041,TX,Brazos County,"48,484"
48043,TX,Brewster County,"1,282"
48045,TX,Briscoe County,199
48047,TX,Brooks County,"1,978"
48049,TX,Brown County,"5,642"
48051,TX,Burleson County,"2,398"
48053,TX,Burnet County,"4,598"
48055,TX,Caldwell County,"5,373"
48057,TX,Calhoun County,"2,565"
48059,TX,Callahan County,"1,698"
48061,TX,Cameron County,"102,649"
48063,TX,Camp County,"2,167"
48065,TX,Carson County,483
48067,TX,Cass County,"5,205"
48069,TX,Castro County,"1,121"
48071,TX,Chambers County,"4,224"
48073,TX,Cherokee County,"8,336"
48075,TX,Childress County,"1,156"
48077,TX,Clay County,"1,156"
48079,TX,Cochran County,546
48081,TX,Coke County,373
48083,TX,Coleman County,"1,291"
48085,TX,Collin County,"65,922"
48087,TX,Collingsworth County,476
48089,TX,Colorado County,"2,706"
48091,TX,Comal County,"12,293"
48093,TX,Comanche County,"2,157"
48095,TX,Concho County,374
48097,TX,Cooke County,"4,589"
48099,TX,Coryell County,"8,083"
48101,TX,Cottle County,243
48103,TX,Crane County,421
48105,TX,Crockett County,431
48107,TX,Crosby County,"1,087"
48109,TX,Culberson County,397
48111,TX,Dallam County,798
48113,TX,Dallas County,"357,084"
48115,TX,Dawson County,"2,126"
48117,TX,Deaf Smith County,"2,791"
48119,TX,Delta County,753
48121,TX,Denton County,"62,596"
48123,TX,DeWitt County,"3,761"
48125,TX,Dickens County,344
48127,TX,Dimmit County,"2,501"
48129,TX,Donley County,502
48131,TX,Duval County,"2,087"
48133,TX,Eastland County,"2,998"
48135,TX,Ector County,"22,439"
48137,TX,Edwards County,366
48139,TX,Ellis County,"14,973"
48141,TX,El Paso County,"145,103"
48143,TX,Erath County,"5,006"
48145,TX,Falls County,"3,056"
48147,TX,Fannin County,"5,075"
48149,TX,Fayette County,"2,369"
48151,TX,Fisher County,501
48153,TX,Floyd County,995
48155,TX,Foard County,184
48157,TX,Fort Bend County,"61,776"
48159,TX,Franklin County,"1,384"
48161,TX,Freestone County,"2,421"
48163,TX,Frio County,"3,776"
48165,TX,Gaines County,"2,421"
48167,TX,Galveston County,"33,751"
48169,TX,Garza County,898
48171,TX,Gillespie County,"2,450"
48173,TX,Glasscock County,105
48175,TX,Goliad County,993
48177,TX,Gonzales County,"2,947"
48179,TX,Gray County,"2,797"
48181,TX,Grayson County,"18,505"
48183,TX,Gregg County,"21,845"
48185,TX,Grimes County,"4,081"
48187,TX,Guadalupe County,"14,311"
48189,TX,Hale County,"5,321"
48191,TX,Hall County,537
48193,TX,Hamilton County,"1,234"
48195,TX,Hansford County,558
48197,TX,Hardeman County,600
48199,TX,Hardin County,"6,032"
48201,TX,Harris County,"747,146"
48203,TX,Harrison County,"10,136"
48205,TX,Hartley County,409
48207,TX,Haskell County,"1,041"
48209,TX,Hays County,"22,434"
48211,TX,Hemphill County,354
48213,TX,Henderson County,"11,681"
48215,TX,Hidalgo County,"207,104"
48217,TX,Hill County,"5,078"
48219,TX,Hockley County,"2,841"
48221,TX,Hood County,"5,919"
48223,TX,Hopkins County,"4,652"
48225,TX,Houston County,"4,040"
48227,TX,Howard County,"4,821"
48229,TX,Hudspeth County,"1,163"
48231,TX,Hunt County,"12,240"
48233,TX,Hutchinson County,"2,455"
48235,TX,Irion County,107
48237,TX,Jack County,"1,075"
48239,TX,Jackson County,"1,849"
48241,TX,Jasper County,"5,960"
48243,TX,Jeff Davis County,474
48245,TX,Jefferson County,"42,858"
48247,TX,Jim Hogg County,"1,035"
48249,TX,Jim Wells County,"8,051"
48251,TX,Johnson County,"16,676"
48253,TX,Jones County,"2,892"
48255,TX,Karnes County,"2,254"
48257,TX,Kaufman County,"12,958"
48259,TX,Kendall County,"3,233"
48261,TX,Kenedy County,41
48263,TX,Kent County,82
48265,TX,Kerr County,"5,927"
48267,TX,Kimble County,687
48269,TX,King County,35
48271,TX,Kinney County,597
48273,TX,Kleberg County,"6,030"
48275,TX,Knox County,582
48277,TX,Lamar County,"9,653"
48279,TX,Lamb County,"2,200"
48281,TX,Lampasas County,"2,159"
48283,TX,La Salle County,"1,402"
48285,TX,Lavaca County,"2,086"
48287,TX,Lee County,"1,798"
48289,TX,Leon County,"2,395"
48291,TX,Liberty County,"12,444"
48293,TX,Limestone County,"3,647"
48295,TX,Lipscomb County,348
48297,TX,Live Oak County,"1,893"
48299,TX,Llano County,"2,384"
48301,TX,Loving County,7
48303,TX,Lubbock County,"47,957"
48305,TX,Lynn County,860
48307,TX,McCulloch County,"1,243"
48309,TX,McLennan County,"42,552"
48311,TX,McMullen County,69
48313,TX,Madison County,"2,069"
48315,TX,Marion County,"1,957"
48317,TX,Martin County,643
48319,TX,Mason County,424
48321,TX,Matagorda County,"6,286"
48323,TX,Maverick County,"11,439"
48325,TX,Medina County,"5,600"
48327,TX,Menard County,398
48329,TX,Midland County,"17,070"
48331,TX,Milam County,"4,208"
48333,TX,Mills County,675
48335,TX,Mitchell County,"1,259"
48337,TX,Montague County,"2,449"
48339,TX,Montgomery County,"51,122"
48341,TX,Moore County,"2,160"
48343,TX,Morris County,"2,085"
48345,TX,Motley County,192
48347,TX,Nacogdoches County,"11,695"
48349,TX,Navarro County,"7,383"
48351,TX,Newton County,"2,699"
48353,TX,Nolan County,"2,480"
48355,TX,Nueces County,"62,210"
48357,TX,Ochiltree County,876
48359,TX,Oldham County,264
48361,TX,Orange County,"12,368"
48363,TX,Palo Pinto County,"4,023"
48365,TX,Panola County,"3,494"
48367,TX,Parker County,"11,729"
48369,TX,Parmer County,"1,147"
48371,TX,Pecos County,"2,253"
48373,TX,Polk County,"7,282"
48375,TX,Potter County,"22,745"
48377,TX,Presidio County,"1,261"
48379,TX,Rains County,"1,687"
48381,TX,Randall County,"13,225"
48383,TX,Reagan County,316
48385,TX,Real County,545
48387,TX,Red River County,"1,851"
48389,TX,Reeves County,"2,424"
48391,TX,Refugio County,"1,030"
48393,TX,Roberts County,52
48395,TX,Robertson County,"2,414"
48397,TX,Rockwall County,"5,214"
48399,TX,Runnels County,"1,461"
48401,TX,Rusk County,"6,809"
48403,TX,Sabine County,"1,664"
48405,TX,San Augustine County,"1,576"
48407,TX,San Jacinto County,"4,692"
48409,TX,San Patricio County,"9,855"
48411,TX,San Saba County,932
48413,TX,Schleicher County,364
48415,TX,Scurry County,"2,077"
48417,TX,Shackelford County,410
48419,TX,Shelby County,"4,447"
48421,TX,Sherman County,338
48423,TX,Smith County,"29,150"
48425,TX,Somervell County,743
48427,TX,Starr County,"15,985"
48429,TX,Stephens County,"1,349"
48431,TX,Sterling County,130
48433,TX,Stonewall County,189
48435,TX,Sutton County,435
48437,TX,Swisher County,"1,310"
48439,TX,Tarrant County,"220,041"
48441,TX,Taylor County,"16,436"
48443,TX,Terrell County,98
48445,TX,Terry County,"2,060"
48447,TX,Throckmorton County,201
48449,TX,Titus County,"4,630"
48451,TX,Tom Green County,"13,885"
48453,TX,Travis County,"129,969"
48455,TX,Trinity County,"2,477"
48457,TX,Tyler County,"3,724"
48459,TX,Upshur County,"5,243"
48461,TX,Upton County,430
48463,TX,Uvalde County,"4,984"
48465,TX,Val Verde County,"7,332"
48467,TX,Van Zandt County,"7,302"
48469,TX,Victoria County,"14,859"
48471,TX,Walker County,"9,987"
48473,TX,Waller County,"6,689"
48475,TX,Ward County,"1,170"
48477,TX,Washington County,"3,937"
48479,TX,Webb County,"54,564"
48481,TX,Wharton County,"5,675"
48483,TX,Wheeler County,662
48485,TX,Wichita County,"19,233"
48487,TX,Wilbarger County,"1,784"
48489,TX,Willacy County,"4,393"
48491,TX,Williamson County,"34,425"
48493,TX,Wilson County,"4,847"
48495,TX,Winkler County,918
48497,TX,Wise County,"6,982"
48499,TX,Wood County,"6,015"
48501,TX,Yoakum County,934
48503,TX,Young County,"2,610"
48505,TX,Zapata County,"3,471"
48507,TX,Zavala County,"3,094"
49000,UT,Utah,"234,666"
49001,UT,Beaver County,514
49003,UT,Box Elder County,"3,817"
49005,UT,Cache County,"11,607"
49007,UT,Carbon County,"2,590"
49009,UT,Daggett County,67
49011,UT,Davis County,"17,794"
49013,UT,Duchesne County,"2,076"
49015,UT,Emery County,938
49017,UT,Garfield County,474
49019,UT,Grand County,"1,015"
49021,UT,Iron County,"7,593"
49023,UT,Juab County,926
49025,UT,Kane County,690
49027,UT,Millard County,"1,409"
49029,UT,Morgan County,460
49031,UT,Piute County,219
49033,UT,Rich County,205
49035,UT,Salt Lake County,"79,980"
49037,UT,San Juan County,"2,782"
49039,UT,Sanpete County,"4,030"
49041,UT,Sevier County,"2,156"
49043,UT,Summit County,"1,922"
49045,UT,Tooele County,"4,224"
49047,UT,Uintah County,"3,853"
49049,UT,Utah County,"49,771"
49051,UT,Wasatch County,"1,636"
49053,UT,Washington County,"12,615"
49055,UT,Wayne County,310
49057,UT,Weber County,"18,994"
50000,VT,Vermont,"56,281"
50001,VT,Addison County,"2,865"
50003,VT,Bennington County,"3,536"
50005,VT,Caledonia County,"3,145"
50007,VT,Chittenden County,"13,194"
50009,VT,Essex County,775
50011,VT,Franklin County,"4,345"
50013,VT,Grand Isle County,528
50015,VT,Lamoille County,"1,990"
50017,VT,Orange County,"2,722"
50019,VT,Orleans County,"2,765"
50021,VT,Rutland County,"6,659"
50023,VT,Washington County,"4,454"
50025,VT,Windham County,"4,619"
50027,VT,Windsor County,"4,683"
51000,VA,Virginia,"769,479"
51001,VA,Accomack County,"5,617"
51003,VA,Albemarle County,"6,602"
51005,VA,Alleghany County,"1,681"
51007,VA,Amelia County,"1,155"
51009,VA,Amherst County,"3,435"
51011,VA,Appomattox County,"2,010"
51013,VA,Arlington County,"14,273"
51015,VA,Augusta County,"6,074"
51017,VA,Bath County,455
51019,VA,Bedford County,"5,417"
51021,VA,Bland County,674
51023,VA,Botetourt County,"2,193"
51025,VA,Brunswick County,"2,785"
51027,VA,Buchanan County,"4,642"
51029,VA,Buckingham County,"2,519"
51031,VA,Campbell County,"4,874"
51033,VA,Caroline County,"2,950"
51035,VA,Carroll County,"3,945"
51036,VA,Charles City County,676
51037,VA,Charlotte County,"2,001"
51041,VA,Chesterfield County,"23,305"
51043,VA,Clarke County,894
51045,VA,Craig County,525
51047,VA,Culpeper County,"4,415"
51049,VA,Cumberland County,"1,337"
51051,VA,Dickenson County,"2,615"
51053,VA,Dinwiddie County,"3,117"
51057,VA,Essex County,"1,325"
51059,VA,Fairfax County,"59,990"
51061,VA,Fauquier County,"4,270"
51063,VA,Floyd County,"1,708"
51065,VA,Fluvanna County,"1,768"
51067,VA,Franklin County,"6,320"
51069,VA,Frederick County,"6,658"
51071,VA,Giles County,"1,757"
51073,VA,Gloucester County,"2,931"
51075,VA,Goochland County,"1,351"
51077,VA,Grayson County,"2,346"
51079,VA,Greene County,"1,606"
51081,VA,Greensville County,"1,683"
51083,VA,Halifax County,"5,854"
51085,VA,Hanover County,"5,266"
51087,VA,Henrico County,"27,328"
51089,VA,Henry County,"6,385"
51091,VA,Highland County,267
51093,VA,Isle of Wight County,"2,845"
51095,VA,James City County,"4,937"
51097,VA,King and Queen County,767
51099,VA,King George County,"1,611"
51101,VA,King William County,"1,083"
51103,VA,Lancaster County,"1,078"
51105,VA,Lee County,"5,667"
51107,VA,Loudoun County,"13,241"
51109,VA,Louisa County,"3,014"
51111,VA,Lunenburg County,"1,847"
51113,VA,Madison County,"1,241"
51115,VA,Mathews County,738
51117,VA,Mecklenburg County,"4,572"
51119,VA,Middlesex County,"1,181"
51121,VA,Montgomery County,"17,059"
51125,VA,Nelson County,"1,571"
51127,VA,New Kent County,"1,071"
51131,VA,Northampton County,"1,854"
51133,VA,Northumberland County,"1,487"
51135,VA,Nottoway County,"2,470"
51137,VA,Orange County,"3,477"
51139,VA,Page County,"2,682"
51141,VA,Patrick County,"2,435"
51143,VA,Pittsylvania County,"8,227"
51145,VA,Powhatan County,"1,523"
51147,VA,Prince Edward County,"4,470"
51149,VA,Prince George County,"2,853"
51153,VA,Prince William County,"22,884"
51155,VA,Pulaski County,"4,111"
51157,VA,Rappahannock County,645
51159,VA,Richmond County,"1,179"
51161,VA,Roanoke County,"5,499"
51163,VA,Rockbridge County,"2,333"
51165,VA,Rockingham County,"6,681"
51167,VA,Russell County,"4,278"
51169,VA,Scott County,"3,654"
51171,VA,Shenandoah County,"4,366"
51173,VA,Smyth County,"4,467"
51175,VA,Southampton County,"2,006"
51177,VA,Spotsylvania County,"9,039"
51179,VA,Stafford County,"8,148"
51181,VA,Surry County,738
51183,VA,Sussex County,"1,579"
51185,VA,Tazewell County,"6,357"
51187,VA,Warren County,"4,008"
51191,VA,Washington County,"6,856"
51193,VA,Westmoreland County,"2,332"
51195,VA,Wise County,"6,984"
51197,VA,Wythe County,"3,400"
51199,VA,York County,"3,239"
51510,VA,Alexandria city,"12,537"
51520,VA,Bristol city,"2,948"
51530,VA,Buena Vista city,824
51540,VA,Charlottesville city,"7,088"
51550,VA,Chesapeake city,"18,288"
51570,VA,Colonial Heights city,"1,483"
51580,VA,Covington city,817
51590,VA,Danville city,"8,468"
51595,VA,Emporia city,959
51600,VA,Fairfax city,"1,639"
51610,VA,Falls Church city,488
51620,VA,Franklin city,"1,392"
51630,VA,Fredericksburg city,"3,279"
51640,VA,Galax city,"1,125"
51650,VA,Hampton city,"17,494"
51660,VA,Harrisonburg city,"10,113"
51670,VA,Hopewell city,"3,823"
51678,VA,Lexington city,838
51680,VA,Lynchburg city,"10,926"
51683,VA,Manassas city,"3,196"
51685,VA,Manassas Park city,"1,194"
51690,VA,Martinsville city,"2,556"
51700,VA,Newport News city,"24,839"
51710,VA,Norfolk city,"36,765"
51720,VA,Norton city,805
51730,VA,Petersburg city,"6,227"
51735,VA,Poquoson city,571
51740,VA,Portsmouth city,"14,093"
51750,VA,Radford city,"3,633"
51760,VA,Richmond city,"39,609"
51770,VA,Roanoke city,"15,511"
51775,VA,Salem city,"2,087"
51790,VA,Staunton city,"2,987"
51800,VA,Suffolk city,"8,330"
51810,VA,Virginia Beach city,"35,860"
51820,VA,Waynesboro city,"2,556"
51830,VA,Williamsburg city,"1,847"
51840,VA,Winchester city,"3,501"
53000,WA,Washington,"714,653"
53001,WA,Adams County,"2,515"
53003,WA,Asotin County,"3,176"
53005,WA,Benton County,"18,527"
53007,WA,Chelan County,"6,350"
53009,WA,Clallam County,"10,194"
53011,WA,Clark County,"42,918"
53013,WA,Columbia County,502
53015,WA,Cowlitz County,"13,101"
53017,WA,Douglas County,"4,539"
53019,WA,Ferry County,"1,415"
53021,WA,Franklin County,"11,608"
53023,WA,Garfield County,257
53025,WA,Grant County,"13,339"
53027,WA,Grays Harbor County,"11,045"
53029,WA,Island County,"5,487"
53031,WA,Jefferson County,"3,391"
53033,WA,King County,"169,478"
53035,WA,Kitsap County,"21,851"
53037,WA,Kittitas County,"5,962"
53039,WA,Klickitat County,"3,150"
53041,WA,Lewis County,"10,817"
53043,WA,Lincoln County,"1,254"
53045,WA,Mason County,"8,232"
53047,WA,Okanogan County,"8,306"
53049,WA,Pacific County,"3,094"
53051,WA,Pend Oreille County,"2,054"
53053,WA,Pierce County,"77,361"
53055,WA,San Juan County,"1,667"
53057,WA,Skagit County,"12,300"
53059,WA,Skamania County,"1,278"
53061,WA,Snohomish County,"57,832"
53063,WA,Spokane County,"69,001"
53065,WA,Stevens County,"6,881"
53067,WA,Thurston County,"28,058"
53069,WA,Wahkiakum County,478
53071,WA,Walla Walla County,"7,320"
53073,WA,Whatcom County,"26,423"
53075,WA,Whitman County,"6,713"
53077,WA,Yakima County,"36,781"
54000,WV,West Virginia,"274,176"
54001,WV,Barbour County,"3,221"
54003,WV,Berkeley County,"12,137"
54005,WV,Boone County,"3,700"
54007,WV,Braxton County,"2,356"
54009,WV,Brooke County,"2,502"
54011,WV,Cabell County,"17,499"
54013,WV,Calhoun County,"1,380"
54015,WV,Clay County,"1,920"
54017,WV,Doddridge County,"1,229"
54019,WV,Fayette County,"8,352"
54021,WV,Gilmer County,"1,384"
54023,WV,Grant County,"1,508"
54025,WV,Greenbrier County,"5,987"
54027,WV,Hampshire County,"3,118"
54029,WV,Hancock County,"3,380"
54031,WV,Hardy County,"1,824"
54033,WV,Harrison County,"8,940"
54035,WV,Jackson County,"4,000"
54037,WV,Jefferson County,"4,392"
54039,WV,Kanawha County,"27,150"
54041,WV,Lewis County,"2,152"
54043,WV,Lincoln County,"4,093"
54045,WV,Logan County,"6,875"
54047,WV,McDowell County,"5,325"
54049,WV,Marion County,"7,210"
54051,WV,Marshall County,"4,042"
54053,WV,Mason County,"4,378"
54055,WV,Mercer County,"8,583"
54057,WV,Mineral County,"3,608"
54059,WV,Mingo County,"5,676"
54061,WV,Monongalia County,"15,281"
54063,WV,Monroe County,"2,012"
54065,WV,Morgan County,"1,938"
54067,WV,Nicholas County,"4,569"
54069,WV,Ohio County,"7,041"
54071,WV,Pendleton County,784
54073,WV,Pleasants County,875
54075,WV,Pocahontas County,"1,418"
54077,WV,Preston County,"4,940"
54079,WV,Putnam County,"5,520"
54081,WV,Raleigh County,"15,070"
54083,WV,Randolph County,"3,936"
54085,WV,Ritchie County,"1,531"
54087,WV,Roane County,"2,756"
54089,WV,Summers County,"2,413"
54091,WV,Taylor County,"2,213"
54093,WV,Tucker County,912
54095,WV,Tyler County,"1,216"
54097,WV,Upshur County,"3,913"
54099,WV,Wayne County,"6,644"
54101,WV,Webster County,"1,890"
54103,WV,Wetzel County,"2,342"
54105,WV,Wirt County,"1,023"
54107,WV,Wood County,"11,757"
54109,WV,Wyoming County,"4,260"
55000,WI,Wisconsin,"571,049"
55001,WI,Adams County,"2,389"
55003,WI,Ashland County,"1,845"
55005,WI,Barron County,"4,466"
55007,WI,Bayfield County,"1,655"
55009,WI,Brown County,"21,896"
55011,WI,Buffalo County,"1,037"
55013,WI,Burnett County,"1,644"
55015,WI,Calumet County,"2,267"
55017,WI,Chippewa County,"5,805"
55019,WI,Clark County,"4,471"
55021,WI,Columbia County,"3,873"
55023,WI,Crawford County,"2,026"
55025,WI,Dane County,"51,956"
55027,WI,Dodge County,"5,822"
55029,WI,Door County,"2,159"
55031,WI,Douglas County,"4,236"
55033,WI,Dunn County,"4,267"
55035,WI,Eau Claire County,"9,830"
55037,WI,Florence County,447
55039,WI,Fond du Lac County,"7,562"
55041,WI,Forest County,"1,055"
55043,WI,Grant County,"5,616"
55045,WI,Green County,"2,666"
55047,WI,Green Lake County,"1,819"
55049,WI,Iowa County,"1,695"
55051,WI,Iron County,624
55053,WI,Jackson County,"2,460"
55055,WI,Jefferson County,"6,003"
55057,WI,Juneau County,"3,049"
55059,WI,Kenosha County,"18,137"
55061,WI,Kewaunee County,"1,355"
55063,WI,La Crosse County,"11,307"
55065,WI,Lafayette County,"1,458"
55067,WI,Langlade County,"2,012"
55069,WI,Lincoln County,"2,062"
55071,WI,Manitowoc County,"6,126"
55073,WI,Marathon County,"8,986"
55075,WI,Marinette County,"3,738"
55077,WI,Marquette County,"1,594"
55078,WI,Menominee County,"1,012"
55079,WI,Milwaukee County,"175,538"
55081,WI,Monroe County,"4,767"
55083,WI,Oconto County,"2,897"
55085,WI,Oneida County,"2,749"
55087,WI,Outagamie County,"12,271"
55089,WI,Ozaukee County,"3,786"
55091,WI,Pepin County,654
55093,WI,Pierce County,"2,901"
55095,WI,Polk County,"3,835"
55097,WI,Portage County,"5,633"
55099,WI,Price County,"1,459"
55101,WI,Racine County,"17,971"
55103,WI,Richland County,"2,282"
55105,WI,Rock County,"14,946"
55107,WI,Rusk County,"1,619"
55109,WI,St. Croix County,"4,421"
55111,WI,Sauk County,"5,151"
55113,WI,Sawyer County,"2,013"
55115,WI,Shawano County,"4,147"
55117,WI,Sheboygan County,"8,529"
55119,WI,Taylor County,"1,920"
55121,WI,Trempealeau County,"2,140"
55123,WI,Vernon County,"3,642"
55125,WI,Vilas County,"2,136"
55127,WI,Walworth County,"8,418"
55129,WI,Washburn County,"1,615"
55131,WI,Washington County,"6,937"
55133,WI,Waukesha County,"16,952"
55135,WI,Waupaca County,"3,920"
55137,WI,Waushara County,"2,417"
55139,WI,Winnebago County,"14,219"
55141,WI,Wood County,"6,732"
56000,WY,Wyoming,"52,418"
56001,WY,Albany County,"5,635"
56003,WY,Big Horn County,"1,311"
56005,WY,Campbell County,"3,340"
56007,WY,Carbon County,"1,453"
56009,WY,Converse County,"1,120"
56011,WY,Crook County,551
56013,WY,Fremont County,"5,772"
56015,WY,Goshen County,"1,535"
56017,WY,Hot Springs County,473
56019,WY,Johnson County,757
56021,WY,Laramie County,"7,242"
56023,WY,Lincoln County,"1,395"
56025,WY,Natrona County,"7,420"
56027,WY,Niobrara County,255
56029,WY,Park County,"2,368"
56031,WY,Platte County,835
56033,WY,Sheridan County,"2,839"
56035,WY,Sublette County,610
56037,WY,Sweetwater County,"3,187"
